ds,RegionID,RegionName,StateName,SizeRank,Rent_Forecast,yhat_lower_x,yhat_upper_x,Mortgage_Forecast,yhat_lower_y,yhat_upper_y,Rent_Mortgage_Ratio_Forecast,Affordability_Gap_Forecast
2016-11-30,394346,"Athens, GA",GA,217,913.5308730811494,901.0566883099766,925.9246594594232,997.4746284528015,897.7806932966535,1092.4784802492609,0.9158437187501615,83.94375537165217
2016-12-31,394346,"Athens, GA",GA,217,920.2125621780275,907.8950932657568,932.7870373864473,993.5757052136372,907.9407913732855,1089.507636442645,0.9261625031181341,73.36314303560971
2017-01-31,394346,"Athens, GA",GA,217,923.4805054139474,910.7290306217918,935.3783638281326,976.2387526619632,877.7457065499794,1065.167194067686,0.9459576388417721,52.75824724801578
2017-02-28,394346,"Athens, GA",GA,217,928.63081342078,915.9438073255948,940.4916624480486,997.2425202515516,897.5712940612033,1089.162171416591,0.9311985746321121,68.6117068307716
2017-03-31,394346,"Athens, GA",GA,217,932.8788404011098,921.8622117702425,945.6709777800118,1003.1950284034107,904.633180520902,1097.6273912497281,0.9299077586995128,70.31618800230092
2017-04-30,394346,"Athens, GA",GA,217,935.9677034042235,923.9788947733609,948.3841170661414,1011.1197967401664,915.5965538194822,1109.5258047540167,0.9256743923141135,75.15209333594294
2017-05-31,394346,"Athens, GA",GA,217,939.8594852622542,927.0514606939921,951.2183365956621,1018.5005548617924,925.671814248185,1118.0263075605367,0.92278740622757,78.64106959953813
2017-06-30,394346,"Athens, GA",GA,217,945.4110885112206,932.7108512841779,957.9616168784479,1024.3943982117808,939.980831487306,1117.3055482478085,0.922897557973339,78.9833097005602
2017-07-31,394346,"Athens, GA",GA,217,956.6569115184709,944.6071688892057,968.1772548591812,1038.6254503366881,943.737590665226,1134.007638206157,0.9210797898398834,81.96853881821721
2017-08-31,394346,"Athens, GA",GA,217,965.2744899578337,952.7589054581705,978.0577964719788,1031.995742570432,936.6744347530807,1131.661663654671,0.9353473567183397,66.72125261259828
2017-09-30,394346,"Athens, GA",GA,217,970.6912624430223,957.7573088203001,982.5805953628745,1038.054818125247,945.7143150306305,1133.5227270685132,0.9351059746498889,67.36355568222473
2017-10-31,394346,"Athens, GA",GA,217,978.5767632512747,965.8534168029424,990.8913744942394,1056.423377989598,956.4491693205749,1159.1400489364241,0.9263111586128777,77.84661473832341
2017-11-30,394346,"Athens, GA",GA,217,982.5242970222708,969.939803680267,995.4134721702135,1064.5200245071935,965.111256970461,1161.115253888906,0.9229739924123254,81.99572748492267
2017-12-31,394346,"Athens, GA",GA,217,990.4775252363328,978.2253129594021,1003.1012980422814,1053.8925959369749,950.0176831079823,1145.141355867935,0.9398277671319417,63.415070700642104
2018-01-31,394346,"Athens, GA",GA,217,996.5881330475121,983.709359749334,1009.3664438829466,1047.8722463227932,945.589309452861,1146.8061721834056,0.9510588113625034,51.28411327528113
2018-02-28,394346,"Athens, GA",GA,217,1003.4938547705607,991.5734601141125,1016.18643369792,1047.9316410599488,958.6306659277708,1149.2762759001773,0.9575947661581812,44.4377862893881
2018-03-31,394346,"Athens, GA",GA,217,1010.0431566135821,997.9683575940102,1022.781982485943,1070.2896866671874,967.4504484368028,1165.269276884391,0.9437100713908502,60.246530053605284
2018-04-30,394346,"Athens, GA",GA,217,1016.7206574140392,1004.0214634814271,1030.1758512924778,1079.1172340595917,979.3255110531154,1174.86218962281,0.9421781297933504,62.3965766455525
2018-05-31,394346,"Athens, GA",GA,217,1022.5734440630633,1009.7696869359701,1035.8744549834248,1086.0708796034485,991.5906602972904,1177.9381774771734,0.9415347223345408,63.49743554038514
2018-06-30,394346,"Athens, GA",GA,217,1029.7546319417138,1017.6718825660473,1042.1718002108682,1092.4852504557864,997.2322809478734,1190.7881127010635,0.9425798943391672,62.7306185140726
2018-07-31,394346,"Athens, GA",GA,217,1040.9705629722632,1028.7961905399497,1052.807444378685,1098.387327582957,1001.2963404971842,1194.6131952221008,0.9477263045841566,57.41676461069369
2018-08-31,394346,"Athens, GA",GA,217,1047.720111111859,1035.0097541945813,1060.036844855949,1088.2684593158249,996.4823462705612,1182.241387997833,0.9627404912300244,40.548348203965816
2018-09-30,394346,"Athens, GA",GA,217,1054.4295043956683,1042.4593984302667,1066.188770744197,1101.1525831307613,1004.9876869308271,1195.8697472902795,0.9575689332696733,46.72307873509294
2018-10-31,394346,"Athens, GA",GA,217,1058.6965950589545,1046.7511052795992,1071.8252739043194,1128.82461116717,1032.0689374043689,1229.696073270769,0.9378751885683063,70.12801610821543
2018-11-30,394346,"Athens, GA",GA,217,1067.004993874903,1055.0454413099626,1079.6507499507527,1131.4157751949388,1022.7212332760053,1233.044979296423,0.9430706352764632,64.41078132003577
2018-12-31,394346,"Athens, GA",GA,217,1073.0710016106002,1061.283892982384,1084.5847495412145,1114.170355242146,1016.7535345991635,1215.6524601044794,0.9631121457879631,41.09935363154568
2019-01-31,394346,"Athens, GA",GA,217,1078.914195873382,1066.6190397187995,1091.6435154141886,1119.3702145814011,1015.4575410373336,1218.4318949253518,0.9638582319048501,40.4560187080192
2019-02-28,394346,"Athens, GA",GA,217,1084.7670854385099,1072.7895206420503,1096.933672203754,1098.6469431227365,999.7794407394814,1195.6728400571021,0.987366407587887,13.879857684226636
2019-03-31,394346,"Athens, GA",GA,217,1090.5345583036265,1078.9705768507379,1102.7994737981664,1137.64114881793,1044.2395814056792,1233.2968766734314,0.9585927508307434,47.106590514303434
2019-04-30,394346,"Athens, GA",GA,217,1097.8048585982594,1085.688323447964,1109.8502827488649,1147.1832593508252,1048.4949520820023,1246.171871552862,0.9569568328773309,49.37840075256577
